Latitude,Longitude,Elevation
-27.636274,27.235918,1407.578369140625
-27.636274,27.235918,1407.578369140625
-27.636274,27.235918,1407.578369140625
-27.63627325,27.2359165,1407.581665039062
-27.6362725,27.235915,1407.584838867188
-27.63627175,27.2359135,1407.588134765625
-27.636271,27.235912,1407.591430664062
-27.63627,27.235912,1407.592895507812
-27.636269,27.235912,1407.594360351562
-27.636268,27.235912,1407.595825195312
-27.636267,27.235912,1407.597290039062
-27.636267,27.23591125,1407.598388671875
-27.636267,27.2359105,1407.599487304688
-27.636267,27.23590975,1407.6005859375
-27.636267,27.235909,1407.601684570312
-27.636268,27.235908,1407.601684570312
-27.636269,27.235907,1407.601684570312
